epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,626.694,0.69314,0.84088,1.66046,0.94085,0.97658,0.99247,0.887,0.58694,0.46074,1.62016,0.000177559,0.000177559,0.000177559
24,653.945,0.68745,0.82692,1.65525,0.92055,0.98448,0.99048,0.90311,0.55601,0.46271,1.57431,0.000175312,0.000175312,0.000175312
25,680.779,0.68038,0.77753,1.6347,0.92163,0.98626,0.99227,0.89367,0.58744,0.49755,1.80383,0.000173065,0.000173065,0.000173065
26,707.837,0.69423,0.80232,1.64914,0.93405,0.9855,0.99302,0.89605,0.5645,0.47268,1.63652,0.000170817,0.000170817,0.000170817
27,734.325,0.67521,0.78061,1.63518,0.94371,0.98071,0.995,0.89625,0.55344,0.42276,1.52105,0.00016857,0.00016857,0.00016857
28,761.319,0.66254,0.76004,1.6221,0.941,0.98445,0.99413,0.90616,0.56294,0.44221,1.90896,0.000166323,0.000166323,0.000166323
29,788.029,0.66227,0.75316,1.62449,0.93819,0.98191,0.99375,0.90076,0.5327,0.41482,2.27963,0.000164076,0.000164076,0.000164076
30,814.693,0.65585,0.72368,1.60386,0.90243,0.99459,0.9929,0.89871,0.58656,0.44811,1.60653,0.000161828,0.000161828,0.000161828
31,842.324,0.6698,0.7479,1.65678,0.90379,0.984,0.98852,0.8912,0.56097,0.44164,1.52442,0.000159581,0.000159581,0.000159581
32,869.881,0.68194,0.73219,1.63839,0.94866,0.98552,0.995,0.89478,0.55005,0.43478,1.55223,0.000157334,0.000157334,0.000157334
33,896.716,0.66803,0.74895,1.59917,0.95517,0.97509,0.995,0.89876,0.52348,0.41555,1.49863,0.000155086,0.000155086,0.000155086
34,923.726,0.65378,0.71351,1.6003,0.94261,0.98317,0.99382,0.90721,0.55453,0.44044,1.59688,0.000152839,0.000152839,0.000152839
35,951.038,0.65086,0.69691,1.6033,0.9401,0.97309,0.9917,0.89868,0.52709,0.42002,1.51594,0.000150592,0.000150592,0.000150592
36,978.598,0.64832,0.69154,1.61115,0.94758,0.97481,0.98999,0.90397,0.5479,0.41921,1.92657,0.000148344,0.000148344,0.000148344
37,1005.34,0.64625,0.68793,1.59014,0.93385,0.9835,0.98867,0.89823,0.56755,0.47257,1.65185,0.000146097,0.000146097,0.000146097
38,1032.29,0.63503,0.66759,1.56405,0.93732,0.97075,0.98987,0.89808,0.54097,0.42236,1.53137,0.00014385,0.00014385,0.00014385
39,1059.69,0.64729,0.67815,1.60241,0.92973,0.97448,0.98688,0.90607,0.48154,0.39827,1.5292,0.000141603,0.000141603,0.000141603
40,1086.62,0.63946,0.68265,1.61258,0.93057,0.98812,0.99375,0.91577,0.50476,0.39784,1.41711,0.000139355,0.000139355,0.000139355
41,1115.81,0.63181,0.65351,1.55558,0.9353,0.97436,0.99347,0.91024,0.48808,0.39485,1.42417,0.000137108,0.000137108,0.000137108
42,1143.73,0.63747,0.65973,1.59545,0.94552,0.96233,0.97859,0.89382,0.52158,0.42208,1.54024,0.000134861,0.000134861,0.000134861
43,1171.58,0.61919,0.63873,1.57198,0.94594,0.97529,0.99206,0.90701,0.55974,0.42368,1.61538,0.000132613,0.000132613,0.000132613
44,1199.88,0.62304,0.63923,1.5653,0.92866,0.99628,0.9925,0.90475,0.56466,0.41125,1.64405,0.000130366,0.000130366,0.000130366
45,1228.28,0.64904,0.66553,1.5934,0.9335,0.98364,0.98987,0.91263,0.53342,0.39743,1.70072,0.000128119,0.000128119,0.000128119
46,1255.93,0.60066,0.63106,1.56699,0.9494,0.9802,0.99193,0.91833,0.5253,0.40095,1.6968,0.000125871,0.000125871,0.000125871
47,1283.27,0.61303,0.61801,1.57672,0.93599,0.98845,0.9925,0.92094,0.49065,0.3835,1.39259,0.000123624,0.000123624,0.000123624
48,1310.93,0.60938,0.61678,1.56247,0.93852,0.98553,0.99132,0.91098,0.51945,0.41815,1.63148,0.000121377,0.000121377,0.000121377
49,1338.53,0.60566,0.61072,1.55278,0.95696,0.99521,0.995,0.90709,0.50068,0.39829,1.50217,0.00011913,0.00011913,0.00011913
50,1365.51,0.61539,0.619,1.54226,0.94259,0.98686,0.9925,0.91412,0.51448,0.38616,1.51215,0.000116882,0.000116882,0.000116882
51,1392.76,0.60077,0.60093,1.5174,0.93639,0.9914,0.99318,0.91231,0.50347,0.39204,1.47947,0.000114635,0.000114635,0.000114635
52,1420.04,0.60237,0.60277,1.55799,0.94512,0.99318,0.99125,0.9111,0.55752,0.41614,1.55592,0.000112388,0.000112388,0.000112388
53,1446.83,0.60627,0.60242,1.55347,0.94686,0.99149,0.99125,0.90937,0.49785,0.38199,1.42045,0.00011014,0.00011014,0.00011014
54,1474.14,0.59412,0.58181,1.51596,0.94,0.98397,0.98782,0.91374,0.49455,0.37499,1.42245,0.000107893,0.000107893,0.000107893
55,1501.62,0.60446,0.59436,1.54623,0.94563,0.98525,0.99375,0.91322,0.4918,0.38086,1.39993,0.000105646,0.000105646,0.000105646
56,1529.69,0.57679,0.58412,1.52492,0.93152,0.99102,0.99097,0.92196,0.4898,0.38733,1.79258,0.000103398,0.000103398,0.000103398
57,1557.34,0.60192,0.58897,1.53899,0.94289,0.99521,0.99097,0.92562,0.4662,0.37135,1.47489,0.000101151,0.000101151,0.000101151
58,1585.29,0.58402,0.58944,1.53127,0.94322,0.99374,0.9925,0.91891,0.47845,0.35315,1.37844,9.89039e-05,9.89039e-05,9.89039e-05
59,1612.52,0.58258,0.56758,1.52115,0.95147,0.99113,0.9925,0.92651,0.50038,0.37514,1.49839,9.66566e-05,9.66566e-05,9.66566e-05
60,1639.75,0.58645,0.57624,1.51988,0.94692,0.99299,0.9925,0.9247,0.47264,0.35572,1.38197,9.44093e-05,9.44093e-05,9.44093e-05
61,1667.21,0.58576,0.58203,1.49717,0.94805,0.9893,0.9925,0.91999,0.48123,0.35354,1.41185,9.2162e-05,9.2162e-05,9.2162e-05
62,1694.47,0.58458,0.56471,1.51638,0.93591,0.98305,0.99193,0.91581,0.50717,0.40454,1.58704,8.99147e-05,8.99147e-05,8.99147e-05
63,1721.66,0.57313,0.56057,1.49904,0.94818,0.98239,0.98878,0.921,0.47384,0.36009,1.38541,8.76674e-05,8.76674e-05,8.76674e-05
64,1748.77,0.58391,0.57048,1.51681,0.94369,0.99432,0.99125,0.92298,0.46726,0.37313,1.40127,8.54201e-05,8.54201e-05,8.54201e-05
65,1776.02,0.57934,0.58076,1.52871,0.9466,0.98222,0.98662,0.90922,0.50202,0.37228,1.42128,8.31728e-05,8.31728e-05,8.31728e-05
66,1802.91,0.57676,0.55725,1.50422,0.9451,0.99055,0.99375,0.92224,0.49669,0.385,1.46157,8.09255e-05,8.09255e-05,8.09255e-05
67,1829.95,0.55517,0.5593,1.48555,0.94983,0.98242,0.99193,0.9175,0.47434,0.36301,1.39849,7.86782e-05,7.86782e-05,7.86782e-05
68,1857.49,0.56641,0.55279,1.52366,0.95239,0.97944,0.99318,0.92152,0.48058,0.36612,1.93164,7.64309e-05,7.64309e-05,7.64309e-05
69,1884.82,0.56219,0.54688,1.48624,0.93199,0.98722,0.98713,0.92254,0.49987,0.3785,1.42875,7.41836e-05,7.41836e-05,7.41836e-05
