epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,299.603,0.73358,0.96886,1.48806,0.86426,0.97305,0.98844,0.87622,0.5733,0.54663,1.58231,0.000191043,0.000191043,0.000191043
18,316.333,0.7368,0.92505,1.53258,0.89911,0.95803,0.9852,0.88216,0.54021,0.51973,1.59986,0.000188796,0.000188796,0.000188796
19,332.79,0.7138,0.90374,1.49585,0.93296,0.97516,0.99443,0.9036,0.57692,0.51578,1.47883,0.000186549,0.000186549,0.000186549
20,349.033,0.69548,0.87116,1.47273,0.89884,0.96734,0.9906,0.89406,0.51605,0.52148,1.48345,0.000184301,0.000184301,0.000184301
21,365.255,0.70308,0.84328,1.46385,0.93525,0.94721,0.98995,0.89609,0.53162,0.5037,1.64231,0.000182054,0.000182054,0.000182054
22,381.419,0.69679,0.8438,1.46875,0.93613,0.97177,0.99316,0.90299,0.54432,0.49222,1.51071,0.000179807,0.000179807,0.000179807
23,397.744,0.68988,0.82973,1.45863,0.93991,0.98268,0.99443,0.90636,0.54502,0.47412,1.5787,0.000177559,0.000177559,0.000177559
24,414.328,0.69173,0.83267,1.45005,0.9387,0.97043,0.9941,0.89108,0.54646,0.47612,1.54072,0.000175312,0.000175312,0.000175312
25,431.281,0.69175,0.79176,1.44151,0.92388,0.95222,0.97943,0.88189,0.50931,0.47098,1.67581,0.000173065,0.000173065,0.000173065
26,448.155,0.68808,0.80474,1.45753,0.94164,0.96783,0.99264,0.89612,0.5251,0.45917,1.49329,0.000170817,0.000170817,0.000170817
27,465.154,0.68699,0.78793,1.47458,0.95482,0.97317,0.9925,0.90564,0.48757,0.44272,1.77452,0.00016857,0.00016857,0.00016857
28,482.28,0.6671,0.77468,1.44023,0.94234,0.97924,0.99443,0.90539,0.49189,0.44831,1.83367,0.000166323,0.000166323,0.000166323
29,499.514,0.66801,0.76264,1.45046,0.9376,0.98283,0.99443,0.91108,0.48797,0.44215,1.89685,0.000164076,0.000164076,0.000164076
30,516.916,0.64789,0.74053,1.43943,0.95396,0.96056,0.994,0.90514,0.48177,0.42777,1.83851,0.000161828,0.000161828,0.000161828
31,535.28,0.66554,0.75111,1.45888,0.91026,0.98408,0.99171,0.90537,0.51741,0.45991,1.61028,0.000159581,0.000159581,0.000159581
32,552.425,0.66617,0.73949,1.45398,0.91713,0.97655,0.995,0.90436,0.51558,0.44266,1.85694,0.000157334,0.000157334,0.000157334
33,569.359,0.6725,0.74919,1.43011,0.95036,0.95644,0.98917,0.90918,0.48525,0.43323,1.63228,0.000155086,0.000155086,0.000155086
34,586.137,0.65309,0.72172,1.43331,0.94173,0.95715,0.99169,0.90775,0.51829,0.44705,1.5308,0.000152839,0.000152839,0.000152839
35,602.9,0.6525,0.72049,1.43594,0.95528,0.97045,0.99132,0.90128,0.49389,0.41977,1.89442,0.000150592,0.000150592,0.000150592
36,620.011,0.65608,0.71939,1.44024,0.94247,0.97283,0.99221,0.91331,0.47011,0.41543,1.72742,0.000148344,0.000148344,0.000148344
37,637.93,0.65783,0.71599,1.43576,0.95157,0.97331,0.9934,0.91136,0.45643,0.41302,1.83025,0.000146097,0.000146097,0.000146097
38,657.227,0.63903,0.69405,1.4008,0.94769,0.97983,0.99086,0.91028,0.49659,0.4393,1.56186,0.00014385,0.00014385,0.00014385
39,675.152,0.64143,0.69202,1.42024,0.94615,0.98612,0.995,0.92519,0.44859,0.41745,1.72767,0.000141603,0.000141603,0.000141603
40,692.074,0.63924,0.71202,1.44073,0.93481,0.95693,0.98839,0.90921,0.48016,0.43006,1.59971,0.000139355,0.000139355,0.000139355
41,708.869,0.64105,0.69083,1.42889,0.92884,0.98204,0.99207,0.91356,0.52757,0.43934,1.39553,0.000137108,0.000137108,0.000137108
42,725.473,0.63247,0.67276,1.43009,0.93413,0.97021,0.99044,0.91773,0.45915,0.40739,1.80677,0.000134861,0.000134861,0.000134861
43,742.505,0.62647,0.67302,1.40969,0.94132,0.97255,0.98962,0.91917,0.46431,0.40796,1.82286,0.000132613,0.000132613,0.000132613
44,759.168,0.6263,0.67423,1.4131,0.9283,0.95685,0.99367,0.91151,0.46215,0.39431,1.60427,0.000130366,0.000130366,0.000130366
45,776.044,0.62622,0.67928,1.41952,0.9261,0.98026,0.995,0.91505,0.4412,0.39797,1.68396,0.000128119,0.000128119,0.000128119
46,792.774,0.60848,0.65397,1.39466,0.94273,0.98012,0.995,0.92921,0.44058,0.39444,1.79869,0.000125871,0.000125871,0.000125871
47,809.732,0.61258,0.63292,1.40904,0.94756,0.97551,0.99443,0.9301,0.45975,0.39629,1.54203,0.000123624,0.000123624,0.000123624
48,827.135,0.61164,0.65081,1.40161,0.94434,0.97491,0.9925,0.92485,0.44125,0.38726,1.6598,0.000121377,0.000121377,0.000121377
49,845.15,0.60757,0.6364,1.39667,0.95023,0.98372,0.99292,0.90827,0.4635,0.38919,1.75377,0.00011913,0.00011913,0.00011913
50,862.436,0.62386,0.65382,1.39866,0.93807,0.98671,0.99087,0.91321,0.4519,0.38738,1.73329,0.000116882,0.000116882,0.000116882
51,880.184,0.61276,0.62571,1.39305,0.94215,0.98826,0.98979,0.91618,0.47969,0.40428,1.41708,0.000114635,0.000114635,0.000114635
52,899.056,0.60152,0.62855,1.39244,0.93427,0.98719,0.99125,0.92412,0.43342,0.3819,1.62982,0.000112388,0.000112388,0.000112388
53,916.678,0.60615,0.62341,1.39544,0.94819,0.96801,0.99135,0.92185,0.4598,0.38712,1.59166,0.00011014,0.00011014,0.00011014
54,933.678,0.5944,0.62017,1.38058,0.94945,0.97208,0.99375,0.9299,0.44572,0.38082,1.34577,0.000107893,0.000107893,0.000107893
55,951.536,0.59328,0.61195,1.37135,0.95983,0.98605,0.995,0.92181,0.45786,0.37643,1.40119,0.000105646,0.000105646,0.000105646
56,968.326,0.58483,0.61302,1.38394,0.94867,0.97896,0.99375,0.92704,0.4263,0.37262,1.69976,0.000103398,0.000103398,0.000103398
57,985.052,0.59977,0.61604,1.4006,0.95008,0.97594,0.995,0.92124,0.45496,0.38707,1.61273,0.000101151,0.000101151,0.000101151
