epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,45.4482,1.12429,6.31836,2.41829,0.42871,0.23902,0.18406,0.15445,0.7949,2.99169,2.13469,7.53081e-05,7.53081e-05,7.53081e-05
2,89.087,0.9327,4.37911,2.11422,0.42864,0.72249,0.6047,0.49323,0.83262,1.74413,2.10341,0.00014948,0.00014948,0.00014948
3,132.389,0.92919,3.11268,2.06225,0.67331,0.83472,0.84801,0.69926,0.77881,1.21574,2.1914,0.000222154,0.000222154,0.000222154
4,174.892,0.88597,2.34075,1.97548,0.776,0.89725,0.93192,0.78416,0.73355,0.96878,2.01594,0.000220258,0.000220258,0.000220258
5,217.082,0.84095,1.90223,1.8951,0.90446,0.8883,0.97439,0.83404,0.7036,0.8078,1.8485,0.000218011,0.000218011,0.000218011
6,259.619,0.83755,1.61244,1.91122,0.8644,0.93445,0.97266,0.83204,0.67438,0.70716,1.81986,0.000215763,0.000215763,0.000215763
7,302.05,0.80937,1.40726,1.83612,0.90201,0.9566,0.98727,0.84648,0.71881,0.663,2.02596,0.000213516,0.000213516,0.000213516
8,344.61,0.808,1.27966,1.85701,0.83159,0.95767,0.97295,0.85438,0.63602,0.6457,2.22964,0.000211269,0.000211269,0.000211269
9,387.493,0.78662,1.18202,1.77515,0.91806,0.94268,0.98752,0.85312,0.66144,0.60574,1.70212,0.000209022,0.000209022,0.000209022
10,430.167,0.78446,1.10951,1.78692,0.93053,0.96983,0.99151,0.86946,0.73067,0.53357,1.87182,0.000206774,0.000206774,0.000206774
11,473.237,0.77228,1.03453,1.798,0.93935,0.9752,0.9936,0.86513,0.6944,0.54784,1.76521,0.000204527,0.000204527,0.000204527
12,515.558,0.75204,0.97963,1.78895,0.94062,0.95542,0.99362,0.87781,0.62532,0.5249,2.00152,0.00020228,0.00020228,0.00020228
13,557.35,0.74043,0.9555,1.73471,0.95948,0.93457,0.99129,0.8757,0.60569,0.50212,1.72364,0.000200032,0.000200032,0.000200032
14,599.427,0.75289,0.91608,1.77194,0.91425,0.98045,0.99194,0.87681,0.61289,0.484,1.74317,0.000197785,0.000197785,0.000197785
15,641.765,0.72897,0.90481,1.75023,0.90976,0.99383,0.99443,0.87793,0.61796,0.47228,2.14019,0.000195538,0.000195538,0.000195538
16,684.328,0.73514,0.86853,1.71721,0.92695,0.99075,0.99456,0.8791,0.57366,0.45741,1.71715,0.00019329,0.00019329,0.00019329
17,727.184,0.71638,0.83246,1.7049,0.9193,0.98616,0.995,0.90021,0.57155,0.43889,1.81409,0.000191043,0.000191043,0.000191043
18,770.408,0.71696,0.81421,1.71576,0.8989,0.99741,0.9925,0.88486,0.6166,0.47392,1.78552,0.000188796,0.000188796,0.000188796
19,813.617,0.70163,0.80326,1.69938,0.94856,0.98335,0.995,0.88928,0.57194,0.46038,1.63128,0.000186549,0.000186549,0.000186549
20,855.984,0.68459,0.78228,1.68736,0.9386,0.97991,0.99382,0.89878,0.60119,0.46046,1.83396,0.000184301,0.000184301,0.000184301
