epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,7777.47,0.72522,0.72709,1.71153,0.90993,0.98987,0.99399,0.88268,0.67974,0.51129,1.7327,0.000182054,0.000182054,0.000182054
22,8026.59,0.73538,0.73608,1.74832,0.93686,0.98205,0.99375,0.8757,0.60796,0.5073,1.69028,0.000179807,0.000179807,0.000179807
23,8698.87,0.71622,0.71654,1.73013,0.93372,0.97867,0.99443,0.88521,0.63616,0.46762,1.69284,0.000177559,0.000177559,0.000177559
24,9051.91,0.70426,0.69114,1.68639,0.92347,0.98292,0.98069,0.86812,0.6115,0.4792,1.62148,0.000175312,0.000175312,0.000175312
25,9523.68,0.6976,0.66973,1.70309,0.90267,0.99961,0.99174,0.87942,0.64004,0.49315,1.69917,0.000173065,0.000173065,0.000173065
26,9655.81,0.70737,0.68632,1.72647,0.91171,0.99478,0.99002,0.87977,0.58927,0.47295,1.6366,0.000170817,0.000170817,0.000170817
27,9786.86,0.69876,0.67028,1.709,0.94506,0.99053,0.995,0.89611,0.63338,0.46837,1.87346,0.00016857,0.00016857,0.00016857
28,9871.1,0.68909,0.67911,1.69065,0.92782,0.98397,0.99029,0.8951,0.62257,0.46557,1.61229,0.000166323,0.000166323,0.000166323
29,10091.5,0.68426,0.65424,1.71033,0.94293,0.98171,0.99113,0.88843,0.59836,0.46163,1.67816,0.000164076,0.000164076,0.000164076
30,10173.8,0.66982,0.62955,1.66207,0.95126,0.95763,0.995,0.88687,0.64249,0.46401,1.62661,0.000161828,0.000161828,0.000161828
31,10392.5,0.68608,0.65057,1.69847,0.95557,0.98539,0.995,0.89748,0.54784,0.43152,1.45834,0.000159581,0.000159581,0.000159581
32,10552.9,0.67623,0.62584,1.67922,0.94397,0.98441,0.99257,0.88847,0.60446,0.48838,1.62043,0.000157334,0.000157334,0.000157334
33,11005,0.68708,0.64916,1.66695,0.92655,0.99145,0.99237,0.90002,0.57088,0.44535,1.5458,0.000155086,0.000155086,0.000155086
34,11233.5,0.66541,0.62802,1.6601,0.94737,0.98114,0.99375,0.89115,0.60079,0.45024,1.80344,0.000152839,0.000152839,0.000152839
35,11438.3,0.65139,0.6082,1.63471,0.94792,0.96853,0.99115,0.89285,0.59252,0.4372,2.04438,0.000150592,0.000150592,0.000150592
36,11598.4,0.66428,0.61407,1.65048,0.95495,0.98756,0.9945,0.89362,0.58352,0.43551,2.00705,0.000148344,0.000148344,0.000148344
37,11712.6,0.65192,0.60795,1.62671,0.95259,0.99058,0.995,0.90081,0.58472,0.42483,1.77487,0.000146097,0.000146097,0.000146097
38,11936.9,0.63904,0.59226,1.59329,0.94643,0.9887,0.99193,0.89555,0.55529,0.42384,1.53358,0.00014385,0.00014385,0.00014385
39,12224.2,0.65319,0.60262,1.63265,0.96283,0.98484,0.995,0.89778,0.55486,0.41802,1.54703,0.000141603,0.000141603,0.000141603
40,12439.9,0.65053,0.61249,1.66053,0.94453,0.96508,0.98819,0.90012,0.52532,0.40195,1.4991,0.000139355,0.000139355,0.000139355
41,12645.7,0.63978,0.58683,1.60866,0.95276,0.97903,0.98714,0.89958,0.52592,0.41252,1.41158,0.000137108,0.000137108,0.000137108
42,13156.1,0.64076,0.58901,1.634,0.95853,0.97567,0.99375,0.89214,0.58038,0.442,1.7693,0.000134861,0.000134861,0.000134861
43,13736.5,0.62378,0.56872,1.59194,0.95553,0.99598,0.995,0.90354,0.57331,0.43237,1.47471,0.000132613,0.000132613,0.000132613
44,13819,0.6371,0.57206,1.60705,0.94142,0.98866,0.9919,0.90379,0.53493,0.40024,1.42993,0.000130366,0.000130366,0.000130366
45,14046.6,0.64682,0.59232,1.63103,0.94637,0.97992,0.99375,0.91294,0.54983,0.42021,1.566,0.000128119,0.000128119,0.000128119
46,14257.6,0.60494,0.57031,1.59424,0.95855,0.98759,0.9917,0.91205,0.50884,0.39874,1.40641,0.000125871,0.000125871,0.000125871
47,14430.1,0.62189,0.55356,1.59492,0.94726,0.99388,0.99467,0.90758,0.51726,0.38744,1.42117,0.000123624,0.000123624,0.000123624
48,14709.3,0.61715,0.55805,1.61174,0.94425,0.98741,0.98687,0.89166,0.55652,0.41458,1.44238,0.000121377,0.000121377,0.000121377
49,14817,0.60588,0.54467,1.57647,0.93142,0.98911,0.995,0.90285,0.59678,0.41556,1.657,0.00011913,0.00011913,0.00011913
50,14948.2,0.60935,0.55604,1.57355,0.95787,0.97986,0.99169,0.90346,0.57403,0.42341,1.57782,0.000116882,0.000116882,0.000116882
51,15116.8,0.59889,0.53459,1.54523,0.94676,0.98456,0.99375,0.91364,0.52158,0.40381,1.4585,0.000114635,0.000114635,0.000114635
52,15221,0.58753,0.53957,1.5726,0.94944,1,0.995,0.91605,0.52325,0.39873,1.43766,0.000112388,0.000112388,0.000112388
53,15445.1,0.59728,0.53635,1.5624,0.94959,0.98307,0.99285,0.90684,0.54266,0.39322,2.05598,0.00011014,0.00011014,0.00011014
54,15584.1,0.58269,0.522,1.52769,0.94615,0.99431,0.9925,0.90951,0.51728,0.38868,1.41731,0.000107893,0.000107893,0.000107893
55,15810.4,0.58797,0.53296,1.57353,0.95895,0.98139,0.99294,0.91819,0.52065,0.39414,1.63982,0.000105646,0.000105646,0.000105646
56,16078.1,0.56646,0.52547,1.54849,0.9555,0.9876,0.99443,0.91725,0.51769,0.38119,1.84382,0.000103398,0.000103398,0.000103398
57,16657.6,0.58582,0.52666,1.5549,0.95161,0.99312,0.99375,0.91825,0.5255,0.40278,1.48894,0.000101151,0.000101151,0.000101151
58,16876.4,0.58049,0.5401,1.53555,0.9344,0.99145,0.99375,0.91346,0.51375,0.39809,2.03177,9.89039e-05,9.89039e-05,9.89039e-05
59,17098.8,0.56647,0.50742,1.53399,0.94991,0.98874,0.995,0.91945,0.49235,0.36383,1.30676,9.66566e-05,9.66566e-05,9.66566e-05
60,17304.5,0.57524,0.52007,1.52983,0.96564,0.99191,0.995,0.91466,0.50688,0.39131,1.4237,9.44093e-05,9.44093e-05,9.44093e-05
61,17398.2,0.57456,0.52325,1.50949,0.96763,0.99382,0.995,0.91073,0.49106,0.35874,1.37993,9.2162e-05,9.2162e-05,9.2162e-05
62,17602.3,0.56837,0.50965,1.51968,0.9565,0.98824,0.99294,0.91835,0.49979,0.37827,1.63852,8.99147e-05,8.99147e-05,8.99147e-05
63,17976.3,0.56856,0.50622,1.51621,0.95711,0.9923,0.99375,0.9189,0.47389,0.34957,1.30473,8.76674e-05,8.76674e-05,8.76674e-05
64,18193.1,0.57254,0.50916,1.5358,0.95743,0.98723,0.99375,0.91372,0.47883,0.35538,1.34656,8.54201e-05,8.54201e-05,8.54201e-05
65,18416.5,0.56442,0.52366,1.52406,0.95061,0.991,0.995,0.92235,0.47561,0.35068,1.29236,8.31728e-05,8.31728e-05,8.31728e-05
66,18558,0.56372,0.50325,1.51205,0.95618,0.98656,0.99375,0.91741,0.46618,0.3584,1.26942,8.09255e-05,8.09255e-05,8.09255e-05
67,18782.6,0.54262,0.50102,1.48893,0.96002,0.9914,0.995,0.91939,0.4647,0.35414,1.29069,7.86782e-05,7.86782e-05,7.86782e-05
68,18864.2,0.54881,0.49488,1.5327,0.95244,0.98997,0.995,0.92518,0.4451,0.34642,1.42121,7.64309e-05,7.64309e-05,7.64309e-05
69,19090.2,0.54235,0.47776,1.48587,0.96225,0.99328,0.995,0.92345,0.47921,0.34125,1.27781,7.41836e-05,7.41836e-05,7.41836e-05
70,19275.5,0.54884,0.49285,1.51971,0.96426,0.99638,0.995,0.92295,0.4526,0.33273,1.29707,7.19363e-05,7.19363e-05,7.19363e-05
71,19499.6,0.54583,0.49026,1.51769,0.95398,0.99913,0.995,0.92529,0.45868,0.3422,1.26199,6.9689e-05,6.9689e-05,6.9689e-05
72,19706.9,0.53463,0.47662,1.48468,0.95721,0.9964,0.995,0.9225,0.46595,0.35377,1.28084,6.74417e-05,6.74417e-05,6.74417e-05
73,20136.1,0.54111,0.4751,1.47794,0.96534,1,0.995,0.9184,0.46279,0.33888,1.29114,6.51944e-05,6.51944e-05,6.51944e-05
74,20699.4,0.53849,0.4789,1.4974,0.95885,0.98835,0.995,0.92376,0.46019,0.35135,1.32291,6.29471e-05,6.29471e-05,6.29471e-05
75,21161.5,0.53607,0.47566,1.48116,0.955,0.99681,0.99456,0.92334,0.44907,0.34225,1.25774,6.06998e-05,6.06998e-05,6.06998e-05
76,21321.4,0.52926,0.48045,1.47392,0.95865,0.99371,0.995,0.92407,0.46178,0.34156,1.22111,5.84525e-05,5.84525e-05,5.84525e-05
77,21425.2,0.53728,0.47329,1.48478,0.96055,1,0.995,0.92605,0.47199,0.35334,1.52181,5.62052e-05,5.62052e-05,5.62052e-05
78,21601.5,0.53655,0.47428,1.48378,0.96306,0.99871,0.995,0.92627,0.45245,0.33838,1.21608,5.39579e-05,5.39579e-05,5.39579e-05
79,21893.8,0.52793,0.46857,1.46449,0.95799,0.99914,0.995,0.9216,0.44554,0.33283,1.25483,5.17106e-05,5.17106e-05,5.17106e-05
80,22052.8,0.52155,0.45862,1.49148,0.95995,1,0.995,0.92739,0.47273,0.37668,1.39434,4.94633e-05,4.94633e-05,4.94633e-05
81,22257,0.52454,0.47683,1.47643,0.95946,0.99315,0.99292,0.92346,0.45468,0.34582,1.26415,4.7216e-05,4.7216e-05,4.7216e-05
82,22360.9,0.51488,0.45668,1.46331,0.96753,0.99313,0.99375,0.93035,0.44402,0.32846,1.29509,4.49687e-05,4.49687e-05,4.49687e-05
83,22466.3,0.53107,0.46446,1.47731,0.95957,0.99902,0.99294,0.9238,0.44599,0.3293,1.27408,4.27214e-05,4.27214e-05,4.27214e-05
84,22574.3,0.51415,0.45112,1.45195,0.96082,0.99935,0.995,0.92794,0.45502,0.35097,1.33303,4.04741e-05,4.04741e-05,4.04741e-05
85,22683.3,0.526,0.46215,1.49176,0.96345,0.9908,0.995,0.92738,0.4503,0.32459,1.282,3.82268e-05,3.82268e-05,3.82268e-05
86,22843.2,0.51333,0.45044,1.46909,0.96116,1,0.99375,0.92974,0.47054,0.35196,1.72546,3.59795e-05,3.59795e-05,3.59795e-05
87,23131.5,0.51964,0.46302,1.48244,0.95621,0.99958,0.995,0.92977,0.44249,0.32472,1.25767,3.37322e-05,3.37322e-05,3.37322e-05
88,23346.6,0.50577,0.45066,1.45361,0.96179,0.99665,0.995,0.93021,0.4443,0.33048,1.3197,3.14849e-05,3.14849e-05,3.14849e-05
89,23561.7,0.49522,0.43855,1.41512,0.96231,0.99942,0.99375,0.92909,0.44242,0.3282,1.27312,2.92376e-05,2.92376e-05,2.92376e-05
90,23663.3,0.50804,0.44647,1.45172,0.94997,0.99643,0.99294,0.92414,0.46063,0.35219,1.44573,2.69903e-05,2.69903e-05,2.69903e-05
91,23766.6,0.46924,0.34629,1.13801,0.96251,1,0.99375,0.93017,0.45041,0.34383,1.30665,2.4743e-05,2.4743e-05,2.4743e-05
92,23925.6,0.46073,0.34151,1.13298,0.95659,0.99593,0.99375,0.93431,0.43597,0.32055,1.21717,2.24957e-05,2.24957e-05,2.24957e-05
93,24082.5,0.45598,0.33531,1.12464,0.95063,0.99628,0.99169,0.9281,0.43749,0.31749,1.23418,2.02484e-05,2.02484e-05,2.02484e-05
94,24240.3,0.46405,0.33704,1.12098,0.96213,0.9977,0.995,0.93695,0.43058,0.32295,1.22573,1.80011e-05,1.80011e-05,1.80011e-05
95,24479.8,0.46091,0.34113,1.12605,0.96206,0.99741,0.99292,0.93069,0.44941,0.33835,1.28697,1.57538e-05,1.57538e-05,1.57538e-05
96,24703.2,0.46057,0.33304,1.10919,0.9608,0.9997,0.995,0.9354,0.42674,0.31564,1.2424,1.35065e-05,1.35065e-05,1.35065e-05
97,24794.3,0.44272,0.32814,1.11304,0.96042,0.9972,0.995,0.93379,0.44319,0.33014,1.23946,1.12592e-05,1.12592e-05,1.12592e-05
98,24886.2,0.44846,0.332,1.11471,0.95673,0.99967,0.9917,0.93391,0.4349,0.32086,1.23181,9.0119e-06,9.0119e-06,9.0119e-06
99,25070.7,0.45041,0.3306,1.11763,0.95894,1,0.995,0.93272,0.431,0.31343,1.2597,6.7646e-06,6.7646e-06,6.7646e-06
100,25265.2,0.43827,0.33334,1.11457,0.96482,1,0.995,0.93361,0.43043,0.31487,1.22648,4.5173e-06,4.5173e-06,4.5173e-06
