epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,762.308,0.58128,0.60371,1.29324,0.94625,0.99126,0.995,0.93349,0.43096,0.37784,1.30103,0.000130366,0.000130366,0.000130366
45,779.352,0.58583,0.6121,1.30716,0.93553,0.97026,0.995,0.92746,0.4295,0.37538,1.51396,0.000128119,0.000128119,0.000128119
46,796.129,0.57185,0.58505,1.28804,0.95217,0.98191,0.995,0.92573,0.42336,0.37664,1.48852,0.000125871,0.000125871,0.000125871
47,812.42,0.56704,0.58093,1.30158,0.93299,0.98695,0.995,0.92674,0.44333,0.38585,1.35025,0.000123624,0.000123624,0.000123624
48,829.116,0.55832,0.57772,1.28477,0.9542,0.98676,0.995,0.92938,0.4324,0.36702,1.36412,0.000121377,0.000121377,0.000121377
49,845.754,0.55966,0.573,1.28369,0.93419,0.99053,0.99443,0.92089,0.44121,0.37689,1.35634,0.00011913,0.00011913,0.00011913
50,862.1,0.57405,0.58433,1.28423,0.94677,0.9903,0.995,0.92577,0.43109,0.3645,1.38604,0.000116882,0.000116882,0.000116882
51,878.889,0.57399,0.57416,1.28199,0.94316,0.98722,0.995,0.91793,0.42887,0.37557,1.34489,0.000114635,0.000114635,0.000114635
52,897.134,0.55625,0.57077,1.27534,0.93632,0.99326,0.995,0.92602,0.42602,0.36826,1.42588,0.000112388,0.000112388,0.000112388
53,915.39,0.56403,0.57482,1.29031,0.92653,0.99313,0.995,0.93445,0.42043,0.35981,1.41305,0.00011014,0.00011014,0.00011014
54,933.58,0.54562,0.55516,1.26228,0.94755,0.98469,0.995,0.93037,0.42709,0.36322,1.57127,0.000107893,0.000107893,0.000107893
55,953.313,0.55418,0.5486,1.27816,0.94565,0.98821,0.995,0.92768,0.42722,0.36516,1.41575,0.000105646,0.000105646,0.000105646
56,971.66,0.53955,0.55617,1.27526,0.95076,0.99111,0.995,0.92908,0.42031,0.35565,1.36951,0.000103398,0.000103398,0.000103398
57,988.706,0.55618,0.55049,1.29683,0.94418,0.98633,0.995,0.92661,0.41343,0.35937,1.36952,0.000101151,0.000101151,0.000101151
58,1006.13,0.54493,0.55879,1.28296,0.95021,0.99283,0.995,0.92891,0.412,0.35707,1.78681,9.89039e-05,9.89039e-05,9.89039e-05
59,1023.04,0.54586,0.53797,1.27872,0.95221,0.97737,0.995,0.93312,0.40288,0.35561,1.52394,9.66566e-05,9.66566e-05,9.66566e-05
60,1040.4,0.54342,0.54254,1.27754,0.94524,0.98893,0.995,0.93357,0.42008,0.35343,1.32918,9.44093e-05,9.44093e-05,9.44093e-05
61,1057.13,0.54682,0.54677,1.27055,0.94634,0.99095,0.995,0.93231,0.40582,0.35731,1.27464,9.2162e-05,9.2162e-05,9.2162e-05
62,1075.77,0.54364,0.53206,1.2667,0.94917,0.99241,0.995,0.93681,0.40121,0.3509,1.55869,8.99147e-05,8.99147e-05,8.99147e-05
63,1093.27,0.53476,0.52766,1.25448,0.94657,0.99166,0.995,0.93261,0.39978,0.35197,1.35659,8.76674e-05,8.76674e-05,8.76674e-05
64,1110.33,0.54593,0.53893,1.27047,0.94205,0.99182,0.995,0.93848,0.40248,0.35062,1.3357,8.54201e-05,8.54201e-05,8.54201e-05
65,1127.46,0.52944,0.53701,1.28045,0.93383,0.98593,0.995,0.93808,0.39977,0.35511,1.37645,8.31728e-05,8.31728e-05,8.31728e-05
66,1144.61,0.54132,0.5273,1.26431,0.94521,0.97817,0.995,0.92721,0.40808,0.35161,1.29569,8.09255e-05,8.09255e-05,8.09255e-05
67,1161.46,0.52455,0.52682,1.25556,0.94584,0.98934,0.99456,0.93008,0.40034,0.34917,1.34607,7.86782e-05,7.86782e-05,7.86782e-05
68,1178.39,0.52692,0.53664,1.27262,0.95511,0.98846,0.995,0.93243,0.40044,0.35213,1.47731,7.64309e-05,7.64309e-05,7.64309e-05
69,1196.37,0.51826,0.51755,1.25287,0.95362,0.98251,0.99354,0.93031,0.4066,0.349,1.39828,7.41836e-05,7.41836e-05,7.41836e-05
70,1214.04,0.52591,0.51649,1.2715,0.94573,0.98937,0.99443,0.9286,0.40448,0.34053,1.32291,7.19363e-05,7.19363e-05,7.19363e-05
71,1231.73,0.52735,0.52242,1.27338,0.94205,0.99006,0.99443,0.92755,0.40813,0.34653,1.36253,6.9689e-05,6.9689e-05,6.9689e-05
72,1248.51,0.51362,0.50532,1.24817,0.94475,0.99588,0.995,0.92337,0.40252,0.3398,1.25329,6.74417e-05,6.74417e-05,6.74417e-05
73,1265.39,0.52056,0.50895,1.24851,0.94265,0.98574,0.99399,0.92984,0.40012,0.34298,1.34054,6.51944e-05,6.51944e-05,6.51944e-05
74,1281.91,0.51116,0.51376,1.25697,0.94621,0.99224,0.995,0.92909,0.39669,0.34404,1.25649,6.29471e-05,6.29471e-05,6.29471e-05
